frames,return
0.0,-1.5539999055852642
1000.0,-1.0941181442344499
2000.0,-10.393255520920167
3000.0,-20.289706706090822
4000.0,-20.582288212056774
5000.0,0.8077155165681013
6000.0,-38.721221653235794
7000.0,-74.95568728929807
8000.0,-120.13632859351014
9000.0,-102.95407522986103
10000.0,-198.29981067125718
11000.0,-250.37484597494947
12000.0,-319.748561503269
13000.0,-196.97117327391004
14000.0,-53.366720711728114
15000.0,852.6921979521155
16000.0,671.9983544931079
17000.0,-18.679507819305567
18000.0,836.2574201490307
19000.0,1285.2517239675526
20000.0,1513.3198060347545
21000.0,1631.4269419208733
22000.0,1972.2554856075624
23000.0,2541.853072072273
24000.0,2428.3781566068596
25000.0,2216.5576602496485
26000.0,2199.648536873202
27000.0,2597.30043990061
28000.0,2873.991323494454
29000.0,2991.1154871201175
30000.0,2688.9421688435596
31000.0,3201.4321734088244
32000.0,3243.585533451299
33000.0,3243.8824563045155
34000.0,3422.3912808849877
35000.0,3408.2989629227063
36000.0,3546.161178155807
37000.0,3536.5870585833422
38000.0,3556.400803691206
39000.0,3589.927699266122
40000.0,3742.627538979696
41000.0,3766.860574689652
42000.0,3848.226230442994
43000.0,3540.1576219383705
44000.0,3926.1336936080697
45000.0,3943.601944404624
46000.0,3813.986140396435
47000.0,3886.3025526676815
48000.0,4047.413770472006
49000.0,4061.1243884220007
50000.0,4240.193055146267
51000.0,4185.077165587432
52000.0,4138.899567901293
53000.0,4071.9587904713762
54000.0,4344.021929290441
55000.0,4090.96666259207
56000.0,3963.7820132752586
57000.0,4462.581914016533
58000.0,4277.8141794399935
59000.0,4362.689213445785
60000.0,4283.046060635498
61000.0,4355.587043529533
62000.0,4302.503770920513
63000.0,4335.261401293574
64000.0,4601.498247682055
65000.0,4466.4612971412325
66000.0,4647.368742510991
67000.0,4424.7491872953005
68000.0,4633.11975354174
69000.0,4481.836110771348
70000.0,4542.205586793948
71000.0,4722.531320365233
72000.0,4735.186447200364
73000.0,4631.288430214347
74000.0,4752.601144915435
75000.0,4873.559745809961
76000.0,4901.185064697378
77000.0,4861.727664398706
78000.0,5028.911610321992
79000.0,4992.5888450521
80000.0,4959.816159040866
81000.0,5192.350528609048
82000.0,5200.747783954734
83000.0,5118.474111849113
84000.0,5029.8240495474465
85000.0,5158.054021887966
86000.0,4983.471255453898
87000.0,5143.775570196676
88000.0,4941.885988829012
89000.0,4790.904239638299
90000.0,4878.843793826511
91000.0,5287.531862509877
92000.0,5216.494830360561
93000.0,5030.959940965594
94000.0,4996.259216027046
95000.0,5138.373997544671
96000.0,4984.478933487903
97000.0,5336.013571248026
98000.0,5138.044933473765
99000.0,5243.052937859785
100000.0,5447.166067572229
101000.0,4939.000046928794
102000.0,5272.087890270174
103000.0,5366.759517785385
104000.0,5249.826441865323
105000.0,5317.248439533674
106000.0,5250.451854003886
107000.0,5420.578634891463
108000.0,5466.358265186005
109000.0,5449.06248197891
110000.0,5353.812000524319
111000.0,5308.987051411236
112000.0,5345.129348867106
113000.0,5446.178008160122
114000.0,5331.864818862709
115000.0,5637.667306176306
116000.0,5698.420390664389
117000.0,5421.86545862323
118000.0,5562.259781289257
119000.0,5538.166928698373
120000.0,5642.449766816614
121000.0,5471.4387374566995
122000.0,5161.001355828618
123000.0,5672.518646424237
124000.0,5567.658464267228
125000.0,5754.572250145893
126000.0,5459.403632455645
127000.0,5758.786740554204
128000.0,5693.193510468832
129000.0,5564.993858053407
130000.0,5812.033696724717
131000.0,5820.3502657679965
132000.0,5920.485016038815
133000.0,5916.063923058971
134000.0,5889.327487138083
135000.0,6004.3590672973705
136000.0,6070.80498070191
137000.0,5958.7621279138075
138000.0,5994.357943007851
139000.0,6185.600654020046
140000.0,6155.84039607534
141000.0,6296.233868506472
142000.0,6029.863207417128
143000.0,6284.247550029285
144000.0,6146.543881743997
145000.0,6284.844273358303
146000.0,6002.238494365332
147000.0,5961.62068065694
148000.0,6192.443454171899
149000.0,6411.871825359517
150000.0,6247.671599388917
151000.0,6157.057748075664
152000.0,6070.300447004479
153000.0,6265.579197236104
154000.0,6472.447607537038
155000.0,6193.43067943611
156000.0,6164.118042585698
157000.0,6285.376159186942
158000.0,6702.060522945227
159000.0,6285.07754717493
160000.0,6312.017498080919
161000.0,6448.341847726242
162000.0,6822.863655026042
163000.0,6271.934216474422
164000.0,6715.217055198756
165000.0,6434.439771533528
166000.0,6733.062745061822
167000.0,6550.029367743557
168000.0,6609.728907569191
169000.0,6727.021491667278
170000.0,6764.440739727918
171000.0,6480.1835422306385
172000.0,6658.212497996195
173000.0,6559.0542651802
174000.0,6700.6944819313385
175000.0,6749.718603643141
176000.0,6377.843447542809
177000.0,6851.168266428
178000.0,6695.8869003733125
179000.0,7046.720051610526
180000.0,6543.591434332757
181000.0,6951.439836455465
182000.0,6717.896159047471
183000.0,7054.11622552558
184000.0,6562.317560207145
185000.0,7003.296780142607
186000.0,6971.273424991361
187000.0,7001.472340493419
188000.0,6735.898135667913
189000.0,7093.344341102181
190000.0,6937.193934824362
191000.0,6973.676511696224
192000.0,6958.91947074193
193000.0,6964.805052735571
194000.0,7056.372681208729
195000.0,7077.168314975383
196000.0,6912.16739883649
197000.0,7096.195600998483
198000.0,7077.779871047899
199000.0,7153.577105624629
200000.0,7110.679302465211
201000.0,6781.382307962542
202000.0,6992.705495595649
203000.0,7212.799628696287
204000.0,7088.656544825323
205000.0,7003.537460288881
206000.0,7236.420977253188
207000.0,7270.908929361251
208000.0,7181.585812486325
209000.0,7301.7113686377625
210000.0,7252.276350323255
211000.0,6958.909850459468
212000.0,7380.408993716143
213000.0,7391.024545761444
214000.0,7528.820684397104
215000.0,7464.155635748156
216000.0,7132.347234610404
217000.0,7278.329536508134
218000.0,7469.804941892746
219000.0,7143.691952278176
220000.0,7386.896694091796
221000.0,7491.19247186254
222000.0,7467.230944894616
223000.0,7500.284683758049
224000.0,7779.945887658936
225000.0,7554.289058335548
226000.0,7355.315376344887
227000.0,7491.131194646963
228000.0,7053.233631906616
229000.0,7491.1584565012745
230000.0,7476.0030710909905
231000.0,7583.214416411548
232000.0,7756.242525336686
233000.0,7486.002623354982
234000.0,7429.975368320876
235000.0,7460.483486374983
236000.0,7318.162282275802
237000.0,7695.275853173871
238000.0,7359.092442851526
239000.0,7540.661603202407
240000.0,7695.115694575651
241000.0,7624.124102765815
242000.0,7526.117972282617
243000.0,7689.034660010729
244000.0,7556.587683875928
245000.0,7348.178697972075
246000.0,7539.771479623587
247000.0,7541.7029773789545
248000.0,7835.825866937099
249000.0,7765.196246441514
250000.0,7601.91347452833
251000.0,7709.513483446793
252000.0,7788.722593294745
253000.0,7807.455103123021
254000.0,7969.688345250152
255000.0,7594.235741908031
256000.0,7850.071027674726
257000.0,7759.181222568881
258000.0,7919.416894057817
259000.0,7812.190045514772
260000.0,7777.647217593552
261000.0,7845.61371237264
262000.0,7895.489773919642
263000.0,7956.982764516575
264000.0,8109.281268398602
265000.0,7995.045650433337
266000.0,7835.163495564425
267000.0,8001.157315115078
268000.0,8048.766539823305
269000.0,7922.378902658963
270000.0,7961.229054966298
271000.0,7980.976745918837
272000.0,8033.980992035698
273000.0,8204.084347487511
274000.0,8195.497926003469
275000.0,8187.653443802549
276000.0,8330.994621743872
277000.0,8196.11936270046
278000.0,8129.471012333842
279000.0,8340.20868971823
280000.0,8005.465581988127
281000.0,8367.544894990247
282000.0,8428.95403362199
283000.0,8189.960777899124
284000.0,8285.067401670796
285000.0,8348.526756894318
286000.0,8467.982530422201
287000.0,8438.683967252879
288000.0,8488.443066634583
289000.0,8093.513529612658
290000.0,8254.773355936368
291000.0,8350.837165734034
292000.0,8212.770059111892
293000.0,8408.210984100737
294000.0,8299.170640242568
295000.0,8455.0144287059
296000.0,8493.970698869049
297000.0,8375.408700697693
298000.0,8602.670644426622
299000.0,8453.891723731467
300000.0,8504.890491527183
301000.0,8823.307261316046
302000.0,8532.701535707709
303000.0,8463.879754892278
304000.0,8820.503027751764
305000.0,8703.315684022733
306000.0,8704.532796088135
307000.0,8530.129655248722
308000.0,8263.345933568891
309000.0,8771.036935493898
310000.0,8858.436535682144
311000.0,8524.539928054559
312000.0,8113.544621387866
313000.0,8592.007381115243
314000.0,8882.275505890195
315000.0,8621.772144366527
316000.0,8861.273083882097
317000.0,8735.16886183505
318000.0,8897.724435087584
319000.0,8818.00232794578
320000.0,8893.856364732148
321000.0,8946.301013629987
322000.0,8971.070503319042
323000.0,8791.630539478325
324000.0,8364.970861267022
325000.0,9102.5908622935
326000.0,8448.284816999509
327000.0,9112.528334337605
328000.0,8737.111931197687
329000.0,9144.653093635648
330000.0,8928.17727573102
331000.0,8683.541433545062
332000.0,9001.563149411346
333000.0,8830.323619873325
334000.0,9041.602566810318
335000.0,8942.105633499223
336000.0,9004.51629350051
337000.0,8913.400757411384
338000.0,9346.75630214706
339000.0,9019.974693322742
340000.0,9288.691858191301
341000.0,8844.2039797197
342000.0,9044.30170656873
343000.0,9276.620091795412
344000.0,9248.473781376875
345000.0,8386.619556945854
346000.0,8887.334438195216
347000.0,9047.053944048035
348000.0,9067.965777374568
349000.0,9142.647847851302
350000.0,9152.379927999327
351000.0,9183.998994695454
352000.0,9264.255240656663
353000.0,9318.396098157957
354000.0,8936.29325264804
355000.0,9362.140433710976
356000.0,9308.861233077432
357000.0,9168.831490471883
358000.0,9118.373312575619
359000.0,9106.595263996993
360000.0,9421.696222284203
361000.0,9221.454105572666
362000.0,9248.41071698545
363000.0,9333.335532583562
364000.0,9075.847903075299
365000.0,9084.962894310474
366000.0,9265.665225242708
367000.0,9109.038296403554
368000.0,9332.28605956377
369000.0,9498.309679129248
370000.0,9408.019262374759
371000.0,9444.143255687251
372000.0,9360.290734162876
373000.0,9550.361158400194
374000.0,9394.528560703035
375000.0,9504.29356593375
376000.0,9075.882373691977
377000.0,9465.098989462069
378000.0,9338.937115916371
379000.0,9381.412334202763
380000.0,9249.830348593636
381000.0,9563.336226460397
382000.0,9258.315341557953
383000.0,9006.116720577356
384000.0,9523.957744254736
385000.0,9408.55577446205
386000.0,9370.84722685576
387000.0,9584.586266186483
388000.0,9583.726732814039
389000.0,9289.002909995343
390000.0,9452.094510488065
391000.0,8890.23214772186
392000.0,9603.73947052414
393000.0,9568.477897871644
394000.0,9466.022215865807
395000.0,9448.956403263064
