frames,return
0.0,14.790054112097497
1000.0,62.03067026183365
2000.0,69.58048753729429
3000.0,208.29026070106386
4000.0,231.87987698985214
5000.0,252.43881172387555
6000.0,273.236185834374
7000.0,262.1027487762714
8000.0,267.72375940086516
9000.0,260.10546514357833
10000.0,261.3525160946268
11000.0,253.49890375541744
12000.0,242.12651085496708
13000.0,275.14787379067485
14000.0,280.33234599292655
15000.0,282.9392295145012
16000.0,274.1770579692606
17000.0,268.3757400634404
18000.0,290.56599695024704
19000.0,292.8381709131173
20000.0,288.46220759185184
21000.0,304.33935414289186
22000.0,320.1261722357095
23000.0,297.18765883632136
24000.0,372.0686751920153
25000.0,307.05614283097725
26000.0,32.44005277143954
27000.0,282.9151370325988
28000.0,286.7175358082554
29000.0,297.2378696312406
30000.0,292.6491073842266
31000.0,252.24320965804236
32000.0,250.72922766793283
33000.0,298.4978155454685
34000.0,282.96127181830633
35000.0,345.9960702206545
36000.0,416.0056958532812
37000.0,1364.4178139274247
38000.0,1252.644365933329
39000.0,1131.4305805589331
40000.0,268.644482537868
41000.0,218.71768771859777
42000.0,282.98059609161777
43000.0,317.5026005739608
44000.0,275.9270221620938
45000.0,265.02767115310206
46000.0,313.3963374613836
47000.0,271.3769217092237
48000.0,283.11295189433946
49000.0,283.3408451718715
50000.0,287.0922635605289
51000.0,292.4279848673059
52000.0,299.1358985206373
53000.0,311.7240364055248
54000.0,311.63518258742255
55000.0,305.13895422897184
56000.0,296.29798859343055
57000.0,285.6376949326017
58000.0,296.40284405531685
59000.0,307.73145737685417
60000.0,309.703302394532
61000.0,309.73999026425685
62000.0,301.8646115664018
63000.0,286.06456619783665
64000.0,310.33140871900633
65000.0,298.70409123658305
66000.0,309.4552068835405
67000.0,588.4337278926445
68000.0,301.0853280369924
69000.0,429.5754660444681
70000.0,377.3827550904608
71000.0,335.6249673850255
72000.0,309.16708349432577
73000.0,333.9748698785243
74000.0,325.986019056987
75000.0,349.9845424613949
76000.0,316.707196321043
77000.0,328.7372499946865
78000.0,327.4706114825203
79000.0,321.2926254885426
80000.0,334.85449334509315
81000.0,381.1359412831841
82000.0,395.42638494876076
83000.0,388.2153447788902
84000.0,365.05652871645015
85000.0,411.6390914916695
86000.0,343.04720132387
87000.0,362.62168603314177
88000.0,354.4822460858085
89000.0,347.31306239894525
90000.0,327.0349619260501
91000.0,372.6694647781376
92000.0,377.84116430133804
93000.0,320.9320928360707
94000.0,343.87711890061377
95000.0,397.2670084758784
96000.0,364.5569735872366
97000.0,428.3927387547004
98000.0,378.55891361110736
99000.0,448.7930806630163
100000.0,404.46141593416655
101000.0,405.1022080117886
102000.0,415.23462507499937
103000.0,524.0604608512116
104000.0,519.9383275461075
105000.0,628.4735211522955
106000.0,612.4763034735918
107000.0,559.2371448372959
108000.0,536.4333575265761
109000.0,526.0070993642339
110000.0,441.0505560953659
111000.0,763.8110188117893
112000.0,833.1041031138741
113000.0,593.1481271446434
114000.0,613.0985701630312
115000.0,654.6205131421876
116000.0,226.36162689380185
117000.0,775.2552845774085
118000.0,616.122103834323
119000.0,697.1927868862575
120000.0,752.0271234373039
121000.0,756.641076905943
122000.0,757.6462918724957
123000.0,721.6624957311049
124000.0,643.0759309905733
125000.0,614.3637492614201
126000.0,486.4164856580136
127000.0,555.3037058794932
128000.0,594.1035185280479
129000.0,642.9095265911442
130000.0,690.3626526911187
131000.0,707.9448427948398
132000.0,953.0704094009012
133000.0,755.6195213241942
134000.0,795.2000982740284
135000.0,699.2694000783268
136000.0,1117.3769557208611
137000.0,751.4824197849841
138000.0,790.7303386615524
139000.0,901.6382472144944
140000.0,987.1290744802842
141000.0,707.7851674648624
142000.0,715.3169021008424
143000.0,885.3798704351842
144000.0,903.1265889394172
145000.0,814.0830278261861
146000.0,893.7385220225317
147000.0,873.5955655504166
148000.0,242.91009018153008
149000.0,263.84662422655026
150000.0,641.3966675615927
151000.0,1145.6085289087137
152000.0,1119.1202567187288
153000.0,909.9327571742518
154000.0,1208.5524276615145
155000.0,889.9847820822484
156000.0,3146.846130966789
157000.0,885.2511326501199
158000.0,1120.0812643969498
159000.0,764.0348205145178
160000.0,3190.394280205875
161000.0,3281.6935326137623
162000.0,3216.3561219328476
